instructie;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv;catalog;key;variation
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 24 tekens (UI-ruimte).;Turned %lld today;Is vandaag %lld geworden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.status.turnedToday;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld, %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 30 tekens (UI-ruimte).;Turns %1$lld in %2$lld days;Wordt over %2$lld dagen %1$lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.status.turnsInDays;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld, %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 28 tekens (UI-ruimte).;Turns %1$lld in %2$lld day;Wordt over %2$lld dag %1$lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.status.turnsInOneDay;
Streef naar ± 12 tekens (UI-ruimte).;Birthdays;Verjaardagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;category.recurring.birthdays;
Streef naar ± 8 tekens (UI-ruimte).;General;Algemeen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;category.recurring.general;
Streef naar ± 10 tekens (UI-ruimte).;Holidays;Feestdagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;category.recurring.holidays;
Streef naar ± 12 tekens (UI-ruimte).;Groceries;Boodschappen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;category.todo.groceries;
Streef naar ± 13 tekens (UI-ruimte).;Long term;Lange termijn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;category.todo.longTerm;
Streef naar ± 10 tekens (UI-ruimte).;Soon;Binnenkort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;category.todo.soon;
Streef naar ± 7 tekens (UI-ruimte).;Belgium;België;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.BE;
Streef naar ± 9 tekens (UI-ruimte).;Germany;Duitsland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.DE;
Streef naar ± 9 tekens (UI-ruimte).;France;Frankrijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.FR;
Streef naar ± 19 tekens (UI-ruimte).;United Kingdom;Verenigd Koninkrijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.GB;
Streef naar ± 7 tekens (UI-ruimte).;Morocco;Marokko;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.MA;
Streef naar ± 11 tekens (UI-ruimte).;Netherlands;Nederland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.NL;
Streef naar ± 8 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Suriname;Suriname;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.SR;
Streef naar ± 7 tekens (UI-ruimte).;Türkiye;Turkije;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.TR;
Streef naar ± 16 tekens (UI-ruimte).;United States;Verenigde Staten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;country.US;
Streef naar ± 9 tekens (UI-ruimte).;category;categorie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;csv.header.category;
Streef naar ± 7 tekens (UI-ruimte).;content;inhoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;csv.header.content;
Streef naar ± 13 tekens (UI-ruimte).;date and time;datumtijd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;csv.header.dateTime;
Streef naar ± 14 tekens (UI-ruimte).;deleted 1/0;verwijderd 1/0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;csv.header.deleted;
Streef naar ± 5 tekens (UI-ruimte).;type;soort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;csv.header.type;
Streef naar ± 1 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;d;d;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;d;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 29 tekens (UI-ruimte).;Sync failed: %@;Synchroniseren is mislukt: %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;error.syncFailed;
Streef naar ± 4 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;even;even;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;even;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ‘ ’. Streef naar ± 15 tekens (UI-ruimte).;‘%@’ deleted;‘%@’ verwijderd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;feedback.deleted;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ‘ ’. Streef naar ± 27 tekens (UI-ruimte).;‘%1$@’ moved to %2$@;‘%1$@’ verplaatst naar %2$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;feedback.movedTo;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ‘ ’. Streef naar ± 32 tekens (UI-ruimte).;‘%@’ was moved to Finished;‘%@’ is verplaatst naar Afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;feedback.movedToFinished;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ‘ ’. Streef naar ± 26 tekens (UI-ruimte).;‘%@’ permanently deleted;‘%@’ definitief verwijderd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;feedback.permanentlyDeleted;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ‘ ’. Streef naar ± 15 tekens (UI-ruimte).;‘%@’ restored;‘%@’ teruggezet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;feedback.restored;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 25 tekens (UI-ruimte).;Load older items (%lld);Oudere items laden (%lld);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;history.loadOlder;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 23 tekens (UI-ruimte).;No completed %@ items;Geen afgeronde %@-items;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;history.noCompletedFilter;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 17 tekens (UI-ruimte).;Restore to %@;Zet terug naar %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;history.restoreTo;
Behoud speciale tekens: ’. Streef naar ± 15 tekens (UI-ruimte).;All Saints’ Day;Allerheiligen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.all-saints;
Streef naar ± 17 tekens (UI-ruimte).;Amazigh New Year;Amazigh Nieuwjaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.amazigh-new-year;
Streef naar ± 14 tekens (UI-ruimte).;Armistice Day;Wapenstilstand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.armistice;
Streef naar ± 14 tekens (UI-ruimte).;Ascension Day;Hemelvaartsdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.ascension;
Streef naar ± 18 tekens (UI-ruimte).;Assumption of Mary;Maria-Hemelvaart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.assumption;
Streef naar ± 16 tekens (UI-ruimte).;Bastille Day;Quatorze Juillet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.bastille-day;
Streef naar ± 15 tekens (UI-ruimte).;Boxing Day;Tweede kerstdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.boxing-day;
Behoud speciale tekens: ’. Streef naar ± 16 tekens (UI-ruimte).;Children’s Day;Dag van het Kind;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.children-day;
Streef naar ± 15 tekens (UI-ruimte).;Christmas Day;Eerste kerstdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.christmas;
Streef naar ± 12 tekens (UI-ruimte).;Columbus Day;Columbusdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.columbus-day;
Streef naar ± 39 tekens (UI-ruimte).;Democracy and National Unity Day;Dag van Democratie en Nationale Eenheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.democracy-day;
Streef naar ± 22 tekens (UI-ruimte).;Early May Bank Holiday;Feestdag begin mei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.early-may;
Streef naar ± 13 tekens (UI-ruimte).;Easter Monday;Paasmaandag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.easter-monday;
Streef naar ± 14 tekens (UI-ruimte).;Easter Sunday;Eerste paasdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.easter-sunday;
Streef naar ± 32 tekens (UI-ruimte).;Feast of Sacrifice (Eid al-Adha);Offerfeest (Eid al-Adha);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.eid-al-adha;
Streef naar ± 40 tekens (UI-ruimte).;Feast of Breaking the Fast (Eid al-Fitr);Suikerfeest (Eid al-Fitr);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.eid-al-fitr;
Behoud speciale tekens: ’. Streef naar ± 12 tekens (UI-ruimte).;Father’s Day;Vaderdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.fathers-day;
Streef naar ± 35 tekens (UI-ruimte).;Day of the Flemish Community;Feestdag van de Vlaamse Gemeenschap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.flemish-community;
Streef naar ± 34 tekens (UI-ruimte).;Day of the French Community;Feestdag van de Franse Gemeenschap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.french-community;
Streef naar ± 39 tekens (UI-ruimte).;Day of the German-speaking Community;Feestdag van de Duitstalige Gemeenschap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.german-community;
Streef naar ± 13 tekens (UI-ruimte).;Good Friday;Goede Vrijdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.good-friday;
Streef naar ± 11 tekens (UI-ruimte).;Green March;Groene Mars;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.green-march;
Streef naar ± 21 tekens (UI-ruimte).;Independence Day;Onafhankelijkheidsdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.independence-day;
Streef naar ± 33 tekens (UI-ruimte).;Proclamation of Independence;Manifest van de Onafhankelijkheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.independence-manifesto;
Behoud speciale tekens: ’. Streef naar ± 23 tekens (UI-ruimte).;Indigenous Peoples’ Day;Dag der Inheemsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.indigenous-day;
Streef naar ± 21 tekens (UI-ruimte).;Islamic New Year;Islamitisch Nieuwjaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.islamic-new-year;
Streef naar ± 10 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Juneteenth;Juneteenth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.juneteenth;
Streef naar ± 9 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Keti Koti;Keti Koti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.keti-koti;
Behoud speciale tekens: ’. Streef naar ± 10 tekens (UI-ruimte).;King’s Day;Koningsdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.kings-day;
Streef naar ± 17 tekens (UI-ruimte).;Labor Day;Dag van de Arbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.labor-day;
Streef naar ± 17 tekens (UI-ruimte).;Labor Day;Dag van de Arbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.labour-day;
Streef naar ± 33 tekens (UI-ruimte).;Labour and Solidarity Day;Dag van de Arbeid en Solidariteit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.labour-solidarity-day;
Streef naar ± 14 tekens (UI-ruimte).;Liberation Day;Bevrijdingsdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.liberation-day;
Streef naar ± 18 tekens (UI-ruimte).;Day of the Maroons;Dag der Marrons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.maroons-day;
Behoud speciale tekens: ’. Streef naar ± 35 tekens (UI-ruimte).;Prophet’s Birthday (Mawlid);Geboortedag van de profeet (Mawlid);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.mawlid;
Streef naar ± 14 tekens (UI-ruimte).;Memorial Day;Herdenkingsdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.memorial-day;
Streef naar ± 26 tekens (UI-ruimte).;Martin Luther King Jr. Day;Martin Luther King Jr.-dag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.mlk-day;
Streef naar ± 21 tekens (UI-ruimte).;Independence Day;Onafhankelijkheidsdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.morocco-independence;
Behoud speciale tekens: ’. Streef naar ± 12 tekens (UI-ruimte).;Mother’s Day;Moederdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.mothers-day;
Streef naar ± 18 tekens (UI-ruimte).;National Day;Nationale feestdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.national-day;
Behoud speciale tekens: ’. Streef naar ± 14 tekens (UI-ruimte).;New Year’s Day;Nieuwjaarsdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.new-year;
Streef naar ± 26 tekens (UI-ruimte).;Recovery of Oued Eddahab;Terugkeer van Oued Eddahab;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.oued-eddahab-day;
Behoud speciale tekens: ’. Streef naar ± 15 tekens (UI-ruimte).;Presidents’ Day;Presidentendag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.presidents-day;
Behoud speciale tekens: ’. Streef naar ± 12 tekens (UI-ruimte).;Prince’s Day;Prinsjesdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.prinsjesdag;
Streef naar ± 17 tekens (UI-ruimte).;Start of Ramadan;Begin van Ramadan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.ramadan-start;
Streef naar ± 23 tekens (UI-ruimte).;Remembrance of the Dead;Dodenherdenking;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.remembrance-day;
Streef naar ± 20 tekens (UI-ruimte).;Republic Day;Dag van de Republiek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.republic-day;
Streef naar ± 37 tekens (UI-ruimte).;Revolution of the King and the People;Revolutie van de Koning en het Volk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.revolution-day-ma;
Streef naar ± 14 tekens (UI-ruimte).;Saint Nicholas;Sinterklaas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.sinterklaas;
Streef naar ± 21 tekens (UI-ruimte).;Spring Bank Holiday;Voorjaarsbankfeestdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.spring-bank;
Streef naar ± 19 tekens (UI-ruimte).;Summer Bank Holiday;Zomerbankfeestdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.summer-bank;
Streef naar ± 16 tekens (UI-ruimte).;Independence Day;Srefidensi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.suriname-independence;
Streef naar ± 12 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Thanksgiving;Thanksgiving;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.thanksgiving;
Streef naar ± 10 tekens (UI-ruimte).;Throne Day;Troonfeest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.throne-day;
Streef naar ± 25 tekens (UI-ruimte).;German Unity Day;Dag van de Duitse Eenheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.unity-day;
Streef naar ± 18 tekens (UI-ruimte).;Unity Day;Dag van de Eenheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.unity-day-ma;
Streef naar ± 12 tekens (UI-ruimte).;Veterans Day;Veteranendag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.veterans-day;
Streef naar ± 22 tekens (UI-ruimte).;Victory Day;Dag van de Overwinning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.victory-day;
Streef naar ± 22 tekens (UI-ruimte).;Victory Day;Dag van de Overwinning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.victory-day-tr;
Streef naar ± 15 tekens (UI-ruimte).;Whit Monday;Pinkstermaandag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.whit-monday;
Streef naar ± 18 tekens (UI-ruimte).;Whit Sunday;Eerste pinksterdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.whit-sunday;
Streef naar ± 20 tekens (UI-ruimte).;Youth and Sports Day;Jeugd- en Sportdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.youth-day;
Streef naar ± 16 tekens (UI-ruimte).;Youth Day;Dag van de Jeugd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;holiday.youth-day-ma;
Streef naar ± 6 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;iCloud;iCloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;iCloud;
